"date";"name";"inn";"address";"phone";"email"
"25.01.2016";"Государственное бюджетное учреждение здравоохранения Новосибирской области 'Государственная Новосибирская областная клиническая больница'";"5403106150";"630087, Россия, Новосибирская область, г.Новосибирск, ул.Немировича-Данченко, 130";"(8383) 315-99-00, (8383) 315-97-62, факс: (8383) 346-27-00";"gnokb@oblmed.nsk.ru"
"15.01.2016";"Государственное бюджетное учреждение здравоохранения города Москвы 'Городская клиническая больница № 67 имени Л.А. Ворохобова Департамента здравоохранения города Москвы'";"7734091519";"123423, Россия, г. Москва, ул. Саляма Адиля, д.2/44";"(495) 530-33-77, факс: (495) 530-31-82";"gkb67@inbox.ru"
"08.12.2015";"Государственное бюджетное учреждение здравоохранения города Москвы 'Городская клиническая больница № 24 Департамента здравоохранения города Москвы'";"7707011465";"127015, Россия, г. Москва, ул. Писцовая, д. 10";"(495) 504-79-13, (495) 613-04-34, (495) 613-04-08";"info@gkb24.mosgorzdrav.ru, gkb24@zdrav.mos.ru"
"30.11.2015";"государственное бюджетное учреждение «Уфимский научно-исследовательский институт глазных болезней Академии наук Республики Башкортостан»";"0274018070";"450008, Россия, Республика Башкортостан, г. Уфа, ул. Пушкина, дом 90";"(347) 272-37-75, факс (347) 272-08-52";"eye@anbr.ru"
"12.11.2015";"федеральное государственное бюджетное учреждение 'Государственный научный центр колопроктологии имени А.Н. Рыжих ' Министерства здравоохранения Российской Федерации";"7734087696";"123423, Россия, г. Москва, ул. Саляма Адиля, д. 2";"(499) 199-15-67, (499) 199-04-09";"info@gnck.ru"
"12.11.2015";"государственное бюджетное образовательное учреждение высшего профессионального образования 'Самарский государственный медицинский университет' Министерства здравоохранения Российской Федерации";"6317002858";"443099, Россия, Самарская область, г. Самара, ул. Чапаевская, д.89";"(846) 332-16-34, (846) 333-29-76";"info@samsmu.ru, samsmu@hotmail.com"
"12.11.2015";"Федеральное государственное бюджетное научное учреждение 'Центральный научно-исследовательский институт туберкулеза'";"7718103686";"107564, Россия, г. Москва, ул. Яузская аллея, д. 2";"(499) 785-90-19, (499) 785-91-36, (499) 785-91-08";"cniit@ramn.ru, office_cniit@mail.ru"
"28.10.2015";"бюджетное учреждение здравоохранения Воронежской области 'Воронежская областная клиническая больница №1'";"3662006088";"394066, Российская Федерация, Воронежская область, Воронеж, Московский проспект, 151";"(473) 257-96-57";"hospital@okb.vrn.ru"
"28.10.2015";"бюджетное учреждение Ханты-Мансийского автономного округа - Югры «Ханты-Мансийский клинический кожно-венерологический диспансер»";"8601009845";"628012, Россия, Ханты-Мансийский автономный округ, г. Ханты-Мансийск, улица Гагарина, дом 72";"(3467) 35-05-45";"adm@kvd-hm.ru"
"28.10.2015";"федеральное государственное бюджетное учреждение 'Научно-исследовательский детский ортопедический институт имени Г.И. Турнера' Министерства здравоохранения Российской Федерации";"7820009821";"196603, Россия, г. Санкт-Петербург, г. Пушкин, ул. Парковая, д. 64-68";"(812) 465-28-57";"turner01@mail.ru"
"28.10.2015";"Федеральное государственное бюджетное учреждение здравоохранения 'Клиническая больница № 85 Федерального медико-биологического агентства'";"7724010662";"115409, Россия, г. Москва, ул. Москворечье, д. 16";"(499) 324-85-52, (499) 324-55-10";"info@kb85.ru"
"26.10.2015";"Федеральное государственное бюджетное  образовательное учреждение высшего  образования 'Южно-Уральский государственный медицинский университет' Министерства здравоохранения Российской Федерации";"7453042876";"454092, Россия, Челябинская область, г. Челябинск, ул. Воровского, д. 64";"8(351) 232-02-37";""
"13.10.2015";"Федеральное государственное бюджетное учреждение 'Сибирский федеральный научно-клинический центр Федерального медико-биологического агентства'";"7024038542";"636035, Россия, Томская область, ЗАТО Северск район, г. Северск, ул. Мира, д.4";"(3822) 51-53-88, факс: (3822) 51-21-15";"prim@niikf.tomsk.ru, kb81@med.tomsk.ru"
"13.10.2015";"Негосударственное учреждение здравоохранения 'Дорожная клиническая больница имени Н.А. Семашко на станции Люблино открытого акционерного общества 'Российские железные дороги'";"7723518340";"109386, Россия, г. Москва, ул. Ставропольская, домовл. 23, корп. 1";"(495)350 33 14, (916)448 69 45, факс (495)350 58 76";"info@semashko.com, gennadiy-osokin@mail.ru"
"13.10.2015";"Федеральное бюджетное учреждение науки 'Санкт-Петербургский научно-исследовательский институт эпидемиологии и микробиологии им. Пастера'";"7813047047";"197101, Россия, г. Санкт-Петербург, ул. Мира, д. 14";"(812) 233-20-92, (812) 232-92-17";"pasteur@pasteurorg.ru"
"21.08.2015";"государственное автономное учреждение здравоохранения Новосибирской области 'Городская клиническая поликлиника № 1'";"5406011309";"630099, Россия, Новосибирская область, г. Новосибирск, ул. Серебренниковская, 42";"(383) 223-97-00, (913) 757-59-67";"centr_clin@mail.ru, gp1@mednsk.ru"
"21.08.2015";"Медицинское частное учреждение дополнительного профессионального образования 'Нефросовет'";"7730184402";"121170, Россия, г. Москва, ул. Кульнева, д.3, стр.1";"(495) 933-38-51, (495) 737-33-84";"info@nefrosovet.ru"
"17.08.2015";"бюджетное учреждение здравоохранения Омской области 'Городской клинический перинатальный центр'";"5503031300";"644007, Россия, Омская область, г. Омск, ул. Герцена, д. 69";"(3812) 940-106, (913) 970-34-23";"naboka_margaret@mail.ru"
"17.08.2015";"Федеральное государственное бюджетное учреждение 'Эндокринологический научный Центр' Министерства здравоохранения Российской Федерации";"7728016351";"117036, Россия, г. Москва, ул. Дмитрия Ульянова, д. 11";"(499) 124-43-00, факс (499) 718-05-22";"dedov@endocrincentr.ru"
"12.08.2015";"Федеральное государственное бюджетное учреждение 'Федеральный центр сердечно-сосудистой хирургии' Министерства здравоохранения Российской Федерации (г. Пенза)";"5835075661";"440071, Россия, Пензенская область, г. Пенза, ул. Стасова, д. 6";"(8412) 41-23-11, факс (8412) 41-23-77";"cardio-penza@yandex.ru"
"31.07.2015";"Областное государственное автономное учреждение здравоохранения «Городская клиническая больница № 3»";"7018014649";"634034, Россия, Томская область, Томск, ул. Нахимова, д. 3";"тел. (382) 241-98-63, факс (382) 241-97-62";"admin@gb3.ru"
"31.07.2015";"Общество с ограниченной ответственностью 'Офтальмологическая клиника 'Кругозор'";"1841032556";"426076, Россия, Удмуртская Республика, Ижевск, ул.Пушкинская, д.181";"(3412) 562511, (3412) 933434";"n.chebukova@krugozor.pro"
"15.07.2015";"Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования 'Рязанский государственный медицинский университет имени академика И.П. Павлова' Министерства здравоохранения Российской Федерации";"6228013199";"390026, Россия, Рязанская область, г. Рязань, ул. Высоковольтная, д. 9";"(4912) 46-08-01, факс 46-08-08";"rzgmu@rzgmu.ru"
"25.06.2015";"Федеральное государственное бюджетное учреждение 'Национальный медико-хирургический Центр имени Н.И. Пирогова' Министерства здравоохранения Российской Федерации";"7733108569";"105203, Россия, г. Москва, ул. Нижняя Первомайская, д. 70";"(499) 464-10-54, 465-33-55, факс (499) 465-09-52";"info@pirogov-center.ru"
"04.06.2015";"Федеральное государственное бюджетное учреждение 'Федеральный центр сердечно-сосудистой хирургии' Министерства здравоохранения  Российской Федерации (г. Красноярск)";"2466228533";"660020, Россия, Красноярский край, г. Красноярск, ул. Караульная, д. 45";"(391) 226-82-68, (391) 226-81-00";"office@krascor.ru"
"03.06.2015";"Государственное бюджетное учреждение 'Санкт-Петербургский научно-исследовательский институт скорой помощи имени И.И. Джанелидзе'";"7816058093";"192242, Россия, г. Санкт-Петербург, ул. Будапештская, д. 3, литера А";"(812) 774-86-75, факс (812) 384-46-75";"info@emergency.spb.ru"
"01.06.2015";"Федеральное государственное бюджетное учреждение 'Национальный медицинский исследовательский центр оториноларингологии Федерального медико-биологического агентства'";"7734241612";"123182, Россия, г. Москва, Волоколамское шоссе, д. 30, корп. 2";"(499)968-69-00";"otolar@fmbamail.ru"
"13.05.2015";"Государственное бюджетное учреждение здравоохранения города Москвы 'Детская городская клиническая больница имени З.А. Башляевой Департамента здравоохранения города Москвы'";"7733024083";"125373, Россия, г. Москва, ул. Героев Панфиловцев, д. 28";"(496) 496-91-00, (495) 949-00-88, (495) 496-43-30";"info@tdgb.mosgorzdrav.ru, anastasiya_makar@inbox.ru"
"06.05.2015";"Общество с ограниченной ответственностью 'Городской Стоматологический Центр'";"7730660806";"121293, Россия, г. Москва, ул. Генерала Ермолова, д.10/6";"(499) 148-07-70";"info@gorstomcentr.ru"
"06.05.2015";"Государственное бюджетное учреждение здравоохранения 'Самарский областной клинический онкологический диспансер'";"6319077552";"443031, Россия, Самарская область, г. Самара, улица Солнечная, 50";"(846) 994-06-99, факс (846) 994-03-99";"sodl@samtel.ru"
"13.04.2015";"Общество с ограниченной ответсвенностью'Дентал Комфорт'";"7816238963";"193315, Российская Федерация, г. Санкт-Петербург, ул. Народная, д. 42, корп. 2, лит. А, пом. 6Н";"(812) 380-82-17";"vitanikabuh@inbox.ru"
"13.04.2015";"федеральное государственное бюджетное учреждение 'Ростовский научно-исследовательский онкологический институт' Министерства здравоохранения Российской Федерации";"6167034142";"344037, Российская Федерация, Ростовская область, г. Ростов-на-Дону, ул. 14-я линия, д. 63";"(863) 300-30-05, факс (863) 2532533";"onko-sekretar@mail.ru"
"31.03.2015";"Государственное бюджетное учреждение здравоохранения города Москвы 'Московский клинический научно-практический центр имени А.С. Логинова Департамента здравоохранения города Москвы'";"7720093523";"111123, Россия, г. Москва, Энтузиастов ш, д. 86";"(495) 304-74-23, факс (495) 304-19-42";"info@mknc.ru"
"31.03.2015";"федеральное государственное бюджетное учреждение 'Федеральный центр нейрохирургии' Министерства здравоохранения Российской Федерации (г. Новосибирск)";"5403338271";"630087, Россия, Новосибирская область, Новоросибирск, улица Немировича-Данченко, дом 132/1";"(383) 349-83-79, факс (383) 349-83-04";"3498379@gmail.com"
"17.03.2015";"Краевое государственное бюджетное учреждение 'Краевая клиническая больница'";"2465030876";"660022, Россия, Красноярский край, г. Красноярск, ул. Партизана Железняка, д. 3А";"(391) 220-16-13";"kkb@medgorod.ru"
"04.02.2015";"Федеральное государственное бюджетное учреждение 'Национальный медицинский исследовательский центр кардиологии' Министерства здравоохранения Российской Федерации";"7731243467";"121552, Россия, г. Москва, ул. 3-я Черепковская, д. 15А";"(499)140-93-36";"info@cardioweb.ru"
"14.01.2015";"Общество с ограниченной ответственностью 'Лечебно-профилактическое учреждение 'Санаторий Дорохово'";"5075023100";"143151, Россия, Московская область, Рузский район, д. Старая Руза";"(495) 992-76-44, (495) 992-76-45";"total@lpusd.ru"
"18.12.2014";"Негосударственное частное учреждение здравоохранения 'Научный клинический центр открытого акционерного общества 'Российские железные дороги'";"7743111112";"125315, Россия, г. Москва, ул. Часовая, д. 20";"(499) 151-12-06, факс (499) 155-38-98, (925)803 87 20";"nkcrzd@ckb.rzd.ru  clinpharmcb6@mail.ru"
"17.12.2014";"Федеральное государственное унитарное предприятие 'Научно-исследовательский институт гигиены, профпатологии и экологии человека' Федерального медико-биологического агентства";"4703008032";"188663, Россия, Ленинградская область, Всеволожский район, пгт. Кузьмоловский, ст. Капитолово, корп. № 93";"(812) 449-61-77, (812) 449-61-68";"gpech @fmbamail.ru"
"16.12.2014";"Федеральное государственное бюджетное образовательное учреждение высшего образования «Казанский государственный медицинский университет» Министерства здравоохранения Российской Федерации";"1655007760";"420012, Россия, Республика Татарстан, г. Казань, ул. Бутлерова, д. 49";"(843) 293-06-52";"rector@kazangmu.ru"
"16.12.2014";"БУЗОО 'Клинический родильный дом № 6'";"5507045262";"644112, Россия, Омская область, г. Омск, ул. Перелета, д. 3";"(3812) 73-32-29";"muzkrd6@mail.ru"
"16.12.2014";"Общество с ограниченной ответственностью «Европейский медицинский центр «УГМК-Здоровье»";"6671276329";"620144, Россия, Свердловская область, г. Екатеринбург, ул. Шейнкмана, д. 113, офис 521";"(343) 344-27-67";"komarovaan@ugmk-clinic.ru"
"16.12.2014";"Общество с ограниченной ответственностью 'ВАЛЛЕКС М'";"7728207613";"117630, Россия, г. Москва, Старокалужское шоссе, д. 62";"(495) 784-73-33, факс (495) 784-71-20";"salon@vallexm.ru"
"15.12.2014";"Федеральное государственное бюджетное учреждение науки 'Российский научно-практический центр аудиологии и слухопротезирования Федерального медико-биологического агентства'";"7728263537";"117513, Россия, г. Москва, Ленинский проспект, д. 123";"(499) 749-61-05, факс (499) 749-61-04";"mailbox@audiology.ru"
"20.11.2014";"Федеральное государственное бюджетное учреждение здравоохранения 'Клиническая больница № 86 Федерального медико-биологического агентства'";"7734088650";"123098, Россия, г. Москва, ул. Гамалеи, д. 15";"(499) 196-58-75";"kb-86@yandex.ru"
"20.11.2014";"Федеральное государственное бюджетное научное учреждение 'Научно-исследовательский иинститут кардиологии'";"7021000660";"634012, Россия, Томская область, Томск, ул. Киевская, 111 А";"(3822) 55-34-49, факс (3822) 55-50-57";"map63@cardio-tomsk.ru"
"19.11.2014";"Автономная Некоммерческая Организация 'Клиника травматологии, ортопедии и нейрохирургии НИИТО'";"5406189081";"630091, Россия, Новосибирская область, г. Новосибирск, улица Фрунзе, 19а";"(383) 363-31-31";"ano@niito.ru"
"14.11.2014";"Общество с ограниченной ответственностью 'Нижегородский институт прикладной биотехнологии'";"5260152082";"603093, Россия, Нижегородская область, г. Нижний Новгород, ул. Яблоневая, д. 22, 1 этаж, помещения №№ 29-32, 34, 35, 38";"(831) 467-82-19";"md-clinic@nipbnn.ru"
"12.11.2014";"Федеральное государственное учреждение 'Ивановский научно-исследовательский институт материнства и детства имени В.Н. Городкова' Министерства здравоохранения Российской Федерации";"3730004236";"153045, Россия, Ивановская область, г. Иваново, ул. Победы, д. 20";"(4932) 33-62-63, (4932) 33-62-56";"ivniimid@ivnet.ru"
"07.11.2014";"Федеральное государственное бюджетное учреждение 'Национальный медицинский исследовательский центр сердечно-сосудистой хирургии имени А.Н. Бакулева' Министерства здравоохранения Российской Федерации";"7706137673";"119049, Россия, г. Москва, Ленинский пр-кт, д. 8";"(495) 414 79 26";"bakulev.yurotdel@bk.ru"
"27.10.2014";"Государственное бюджетное учреждение здравоохранения города москвы 'Городская клиническая больница имени м.е. жадкевича департамента здравоохранения города москвы'";"7731038690";"121374, г. Москва, г. Москва, Можайское шоссе, д. 14";"(495) 440-20-93, факс (495) 440-21-01";"info@gb71.ru"
"27.10.2014";"Федеральное государственное бюджетное образовательное учреждение высшего образования «Красноярский государственный медицинский университет имени профессора В.Ф.Войно-Ясенецкого» Министерства здравоохранения Российской Федерации";"2465015109";"660022, Россия, Красноярский край, г. Красноярск, Партизана Железняка ул, д. 1";"(391)220-13-95";"rector@krasgmu.ru"
"27.10.2014";"Федеральное государственное автономное образовательное учреждение высшего образования 'Российский национальный исследовательский медицинский университет имени Н.И. Пирогова' Министерства здравоохранения Российской Федерации";"7728095113";"117997, Россия, г. Москва, ул. Островитянова, д. 1";"(495) 434-03-29, факс (495) 343-61-29";"rsmu@rsmu.ru"
"27.10.2014";"государственное автономное учреждение здравоохранения Московской области 'Химкинская центральная клиническая больница'";"5047010074";"141400, Россия, Московская область, г. Химки, Ленинский проспект, д. 14";"(495) 793-20-78";"hcgb.muz@mail.ru"
"21.10.2014";"Государственное бюджетное учреждение Республики Марий Эл 'Республиканский центр по профилактике и борьбе со СПИД и инфекционными заболеваниями'";"1215043856";"424037, Россия, Республика Марий Эл, Йошкар-Ола, ул. Дружбы, д. 95";"(8362) 41-91-81, факс (8362) 41-91-81";"aidsmari@mari-el.ru"
"21.10.2014";"Общество с ограниченной ответственностью 'Независимая лаборатория ИНВИТРО'";"7710294238";"125047, Россия, г. Москва, ул. 4-я Тверская-Ямская, д. 16, корп. 3";"(495) 258-07-88, факс (495) 363-03-63";"nipopova@invitro.ru"
"20.10.2014";"государственное автономное учреждение здравоохранения Свердловской области «Свердловская областная клиническая больница № 1»";"6658081585";"620102, Россия, Свердловская область, г. Екатеринбург, Волгоградская ул, д. 185";"(343) 351-15-15";"office@okb1.ru"
"20.10.2014";"Государственное бюджетное образовательное учреждение высшего профессионального образования 'Башкирский государственный медицинский университет' Министерства здравоохранения Российской Федерации";"0274023088";"450000, Россия, Республика Башкортостан, г. Уфа, ул. Ленина, д. 3";"(347) 272-41-73, (347) 272-37-51";"rektorat@anrb.ru"
"15.10.2014";"Федеральное государственное бюджетное учреждение 'Уральский научно-исследовательский институт охраны материнства и младенчества' Министерства здравоохранения Российской Федерации";"6658021459";"620028, Россия, Свердловская область, г. Екатеринбург, ул. Репина, д. 1";"(343) 371-87-68, (343) 371-87-73";"omm@niiomm.ru"
"14.10.2014";"Акционерное общество 'Европейский Медицинский Центр'";"7710025517";"129090, Россия, г. Москва, Щепкина ул., д. 35";"(495) 933-66-55 доб.2116";"yuakuznetsova@emcmos.ru"
"14.10.2014";"Федеральное государственное бюджетное учреждение 'Новокузнецкий научно-практический центр медико-социальной экспертизы и реабилитации инвалидов' Министерства труда и социальной защиты Российской Федерации";"4218006431";"654055, Россия, Кемеровская область, г. Новокузнецк, ул. Малая, д. 7";"(3843) 37-82-94, (3843) 36-91-26, (3843) 37-59-08";"root@reabil-nk.ru"
"13.10.2014";"Федеральное государственное бюджетное учреждение 'Федеральное бюро медико-социальной экспертизы' Министерства труда и социальной защиты Российской Федерации";"7743085670";"127486, Россия, г. Москва, ул. Ивана Сусанина, д. 3";"(499) 906-04-93, (499) 481-81-81";"fbmse1@rambler.ru"
"03.10.2014";"Областное государственное бюджетное учреждение здравоохранения 'Белгородская областная клиническая больница Святителя Иоасафа'";"3124020975";"308007, Россия, Белгородская область, г. Белгород, ул. Некрасова, д. 8/9";"(4722) 50-49-71, 50-49-59, факс (4722) 26-78-50";"belokb@bokb.ru"
"03.10.2014";"федеральное государственное бюджетное учреждение 'Национальный медицинский исследовательский центр онкологии имени Н.Н. Петрова' Министерства здравоохранения Российской Федерации";"7821006887";"197758, Россия, г. Санкт-Петербург, пос. Песочный, ул. Ленинградская, дом 68";"(812) 439 95 55";"oncl@rion.spb.ru"
"12.09.2014";"государственное автономное учреждение здравоохранения Саратовской области «Областная офтальмологическая больница»";"6453025075";"410051, Россия, Саратовская область, г. Саратов, 9 Дачная остановка тер.";"(8452) 48-92-90";"saroft@renet.ru"
"22.08.2014";"Государственное бюджетное учреждение здравоохранения города Москвы 'Морозовская детская городская клиническая больница Департамента здравоохранения города Москвы'";"7705039232";"119049, Россия, г. Москва, 4-й Добрынинский переулок, д. 1/9";"(499) 236-24-02, факс (499) 236-22-13";"info@mdgkb.mosgorzdrav.ru"
"19.08.2014";"Государственное автономное учреждение здравоохранения города Москвы 'Московская городская онкологическая больница № 62 Департамента здравоохранения города Москвы'";"5024001482";"143423, Россия, Московская область, Красногорский район, п/о Степановское, пос. Истра, д. 27, стр. с 1 по 26";"(495) 536-01-10 (495) 536-01-23";"info@onco62.ru"
"18.08.2014";"федеральное государственное бюджетное учреждение 'Научно-исследовательский институт урологии' Министерства здравоохранения Российской Федерации";"7719039271";"105425, Россия, г. Москва, ул. 3-я Парковая, д. 51, стр. 4";"(499) 367-75-87, факс (499) 165-09-11";"sekr.urology@gmail.ru"
"18.08.2014";"Федеральное государственное бюджетное учреждение 'Российский научный центр хирургии имени академика Б.В. Петровского' Российской академии медицинских наук";"7704030124";"119991, Россия, г. Москва, Абрикосовский пер., д. 2";"(499) 246-95-63, факс (499) 246-89-88";"nrcs@med.ru"
"18.08.2014";"федеральное государственное бюджетное учреждение 'Клиническая больница' Управления делами Президента Российской Федерации";"7718083969";"107150, Россия, г. Москва, ул. Лосиноостровская, д. 45";"(499) 167-01-78, факс (499) 167-24-66";"as.evseev@mail.ru"
"06.08.2014";"Федеральное государственное бюджетное учреждение 'Государственный научный центр Российской Федерации - Федеральный медицинский биофизический центр имени А.И. Бурназяна'";"7734581136";"123182, Россия, г. Москва, ул. Живописная, д. 46";"(499) 190-86-85, факс (499) 190-85-73";"fmbc-fmba@mail.ru"
"06.08.2014";"федеральное государственное бюджетное учреждение 'Научно-исследовательский институт гриппа' Министерства здравоохранения Российской Федерации";"7813045650";"197376, Россия, г. Санкт-Петербург, ул. Профессора Попова, д. 15/17";"(812) 499-15-38";"klinika@influenza.spb.ru"
"01.08.2014";"Федеральное государственное бюджетное учреждение 'Главный военный клинический госпиталь имени академика Н.Н.Бурденко' Министерства обороны Российской Федерации";"7701114305";"105229, Россия, г. Москва, Госпитальная площадь, д. 3";"(499)263-29-46, (499)263-55-55, ф.(499)263-52-97";"GVKG.300@mail..ru"
"01.08.2014";"федеральное государственное бюджетное учреждение 'Российский ордена Трудового Красного Знамени научно-исследовательский институт травматологии и ортопедии имени Р.Р. Вредена' Министерства здравоохранения Российской Федерации";"7813045441";"195427, Россия, г. Санкт-Петербург, улица Академика Байкова, дом 8";"(812) 670-86-87, факс (812) 670-86-88";"info@rniito.org"
"01.08.2014";"Общество с ограниченной ответственностью 'ВЫМПЕЛ-МЕДЦЕНТР'";"7733803121";"125367, Россия, г. Москва, Полесский проезд, д. 2, корпус 1, помещение 3";"(495) 942-53-39, факс (499) 1901604";"p1o1l@yandex.ru"
"01.08.2014";"федеральное государственное бюджетное образовательное учреждение высшего образования 'Тверской государственный медицинский университет' Министерства здравоохранения Российской Федерации";"6905010888";"170100, Россия, Тверская область, г. Тверь, улица Советская, дом 4";"(4822) 32-02-82, факс (4822) 32-30-08";"m000293@tversu.ru"
"01.08.2014";"Федеральное государственное бюджетное научное учреждение 'Иркутский научный центр хирургии и травматологии'";"3812014683";"664003, Россия, Иркутская область, г. Иркутск, ул. Борцов Революции, д.1";"(3952) 40-78-09, факс (3952) 46-95-66";"scrrs.irk@gmail.com"
"01.08.2014";"Государственное бюджетное образовательное учреждение дополнительного профессионального образования «Казанская государственная медицинская академия» Министерства здравоохранения и социального развития Российской Федерации";"1655004760";"420012, Россия, Республика Татарстан, г. Казань, ул. Муштари, д. 11";"(843) 267-61-51, факс (843) 238-34-73";"ksma@mi.ru"
"01.08.2014";"Федеральное государственное бюджетное учреждение 'Российский научный центр радиологии и хирургических технологий' Министерства здравоохранения Российской Федерации";"7821007633";"197758, Россия, г. Санкт-Петербург, п. Песочный, ул. Ленинградская, д. 70";"(812) 596-84-62, факс (812) 596-67-05";"crirr@peterlink.ru"
"29.07.2014";"Федеральное государственное бюджетное учреждение 'Национальный медицинский исследовательский центр детской гематологии, онкологии и иммунологии имени Дмитрия Рогачева' Министерства здравоохранения Российской Федерации";"7728008953";"117198, Россия, г. Москва, ул. Саморы Машела, д. 1";"(495) 287-65-70, факс (495) 664-70-90";"info@fnkc.ru"
"24.07.2014";"федеральное государственное бюджетное военное образовательное учреждение высшего образования 'Военно-медицинская академия имени С.М.Кирова' Министерства обороны Российской Федерации";"7802048578";"194044, Россия, г. Санкт-Петербург, ул. Академика Лебедева, д. 6, лит. Ж";"(812) 292-32-63";""
"23.07.2014";"Государственное бюджетное учреждение здравоохранения города Москвы 'Научно-исследовательский институт неотложной детской хирургии и травматологии' Департамента здравоохранения города Москвы";"7706517001";"119180, Россия, г. Москва, ул. Большая Полянка, дом 22";"(495) 633-58-00";"mail@doctor-roshal.ru"
"21.07.2014";"Федеральное государственное образовательное учреждение высшего образования 'Оренбургский государственный медицинский университет' МИнистерства здравоохранения Российской Федерации";"5610042554";"460000, Россия, Оренбургская область, г. Оренбург, ул. Советская/ул. М.Горького/пер. Дмитриевский, д. 6/45/7";"8 (3532) 77-03-96, факс 8 (3532) 77-24-59";"orgma@esoo.ru"
"17.07.2014";"федеральное государственное бюджетное учреждение '3 Центральный военный клинический госпиталь имени А.А. Вишневского' Министерства обороны Российской Федерации";"5024000030";"143420, Россия, Московская область, Красногорский район, г. ., поселок Новый";"(498) 653-94-45";"3hospital@mail.ru"
"17.07.2014";"федеральное государственное бюджетное учреждение 'Санкт-Петербургский научно-исследовательский институт фтизиопульмонологии' Министерства здравоохранения Российской Федерации";"7815022288";"191036, Россия, г. Санкт-Петербург, Лиговский проспект, д. 2-4";"(812) 579-25-54, факс (812) 579-25-73";"spbniif_all@mail.ru"
"17.07.2014";"Федеральное государственное бюджетное учреждение 'Научно-исследовательский институт глазных болезней' Российской академии медицинских наук";"7704084426";"119021, Россия, г. Москва, ул. Россолимо, д. 11, корп. А, корп. Б";"(499) 248-01-25";"info@eyeacademy.ru"
"17.07.2014";"федеральное государственное бюджетное учреждение 'Санкт-Петербургский научно-исследовательский институт фтизиопульмонологии' Министерства здравоохранения Российской Федерации";"7815022288";"191036, Россия, г. Санкт-Петербург, Лиговский проспект, д. 2-4";"(812) 579-25-54, факс (812) 579-25-73";"spbniif_all@mail.ru"
"04.07.2014";"Федеральное государственное бюджетное учреждение 'Национальный медицинский исследовательский центр онкологии имени Н.Н.Блохина' Министерства здравоохранения Российской Федерации";"7724075162";"115478, Россия, г. Москва, Каширское ш, д. 24";"(499) 324-11-14";"info@ronc.ru"
"26.06.2014";"Государственное бюджетное учреждение здравоохранения города Москвы 'Научно-исследовательский институт скорой помощи им. Н.В. Склифосовского Департамента здравоохранения города Москвы'";"7702036321";"129090, Россия, г. Москва, Б.Сухаревская площадь, д. 3";"(495) 628-36-45, (495)628-37-01, +7(930)977-06-53";"clinictest@sklif.mos.ru"
"26.06.2014";"федеральное государственное бюджетное учреждение 'Межотраслевой научно - технический комплекс 'Микрохирургия глаза имени академика С.Н. Федорова Министерства здравоохранения Российской Федерации'";"7713059497";"127486, Россия, г. Москва, Бескудниковский бульвар, д. 59 А";"(499) 906-50-01, факс (495) 485-59-54";"info@mntk.ru"
"23.06.2014";"Федеральное Государственное Бюджетное Учреждение 'Всероссийский центр экстренной и радиационной медицины имени А.М. Никифорова' Министерства Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидациипоследствий стихийныхбедствий";"7802065830";"194044, Россия, г. Санкт-Петербург, ул. Академика Лебедева, д. 4/2, лит. А, пом. 1Н";"(812) 541-85-65, факс (812) 541-88-05";"medicine@arcerm.spb.ru"
"23.06.2014";"Федеральное государственное бюджетное учреждение 'Национальный медицинский исследовательский центр хирургии имени А.В. Вишневского' Министерства здравоохранения Российской Федерации";"7705034322";"117997, Россия, г. Москва, ул. Большая Серпуховская, д. 27";"(499) 236-72-90, факс (499) 236-61-30";"vishnevskogo@ixv.ru"
"18.06.2014";"Федеральное государственное бюджетное учреждение здравоохранения 'Центральная медико-санитарная часть № 165 Федерального медико-биологического агентства'";"7725059501";"115230, Россия, г. Москва, Каширское шоссе, д. 13Г";"(499) 506-69-68, факс (499) 506-69-68";"cmsch165@fmbamail.ru"
"18.06.2014";"Общество с ограниченной ответственностью 'Стоматологический Центр 'ВладМиВа'";"3123106556";"308023, Россия, Белгородская область, Белгород, ул. Садовая, 118";"(4722) 201-111";"stomat@vladmiva.ru"
"18.06.2014";"федеральное государственное бюджетное учреждение 'Новосибирский научно-исследовательский институт травматологии и ортопедии им.Я.Л.Цивьяна' Министерства здравоохранения Российской Федерации";"5406011563";"630091, Россия, Новосибирская область, г. Новосибирск, ул. Фрунзе, д. 17";"(383) 363-31-31, факс (383) 224-55-70";"niito@niito.ru"
"17.06.2014";"Общество с ограниченной ответственностью 'Лечебно-диагностический центр Международного института биологических систем имени Сергея Березина'";"7802290931";"194354, Российская Федерация, г. Санкт-Петербург, ул.Есенина, д.2, корпус 3, лит.А";"(812) 244-04-14, факс (812) 244-04-15";"urist@ldc.ru"
"17.06.2014";"Федеральное государственное бюджетное образовательное учреждение высшего образования 'Новосибирский государственный медицинский университет' Министерства здравоохранения Российской Федерации";"5406011186";"630091, Россия, Новосибирская область, г. Новосибирск, Красный проспект, дом 52";"(383) 222-32-04, факс (383) 222-32-04";""
"11.06.2014";"Федеральное государственное бюджетное образовательное учреждение дополнительного профессионального образования 'Российская медицинская академия непрерывного профессионального образования' Министерства здравоохранения Российской Федерации";"7703122485";"125993, Россия, г. Москва, Баррикадная ул, дом 2/1, строение 1";"(499) 255-08-39";"rmapo@rmapo.ru"
